cartodb_id,from_iso,from_x,from_y,quantity,to_iso,to_x,to_y,created_at,updated_at,the_geom
1449,PH,122.878708,11.741834,438,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1450,LY,18.02328,27.043961,2,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1451,CD,,,1,LU,6.087814,49.770628,2012/04/22  0:16:18,2012/04/22  0:16:18,
1452,TC,,,1,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1453,CI,-5.379007,7.806563,12,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
1454,KE,37.857882,0.529862,3,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1455,BG,25.231507,42.761377,1,JO,36.435863,31.010192,2012/04/22  0:16:18,2012/04/22  0:16:18,
1456,CM,12.213754,4.806512,4,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1457,AU,134.489563,-25.734968,110,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1458,ZW,29.938669,-19.189459,214,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1459,CZ,15.338412,49.742859,18,EE,25.761527,58.778397,2012/04/22  0:16:18,2012/04/22  0:16:18,
1460,CH,8.234392,46.802496,42501,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1461,PE,-75.311132,-10.151093,2,AE,54.256172,23.85206,2012/04/22  0:16:18,2012/04/22  0:16:18,
1462,PL,19.300636,52.12461,11,IL,34.865459,31.086887,2012/04/22  0:16:18,2012/04/22  0:16:18,
1463,ZA,23.913711,-28.378272,1167,NA,-2.353372,49.340839,2012/04/22  0:16:18,2012/04/22  0:16:18,
1464,DZ,2.632388,28.16324,6,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1465,AU,134.489563,-25.734968,5152,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1466,ZW,29.938669,-19.189459,124,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1467,BE,4.663989,50.642851,15,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1468,GB,-1.428851,52.576441,4,EE,25.761527,58.778397,2012/04/22  0:16:18,2012/04/22  0:16:18,
1469,AG,-61.791238,17.279816,121,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1470,SD,30.049948,13.831539,32,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1471,CM,12.213754,4.806512,53,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1472,PG,145.241749,-6.478378,26,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
1473,CL,-72.209377,-37.721037,10,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
1474,BW,24.316265,-22.212943,3,SV,-88.866511,13.736897,2012/04/22  0:16:18,2012/04/22  0:16:18,
1475,ZA,23.913711,-28.378272,992,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1476,DK,10.046297,55.963398,47,LV,24.862593,56.959065,2012/04/22  0:16:18,2012/04/22  0:16:18,
1477,TT,-61.253176,10.468643,51,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1478,CY,33.221762,35.045882,1,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1479,TN,9.561168,34.110704,2,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1480,PA,-80.268175,8.704735,4,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1481,SB,159.634315,-8.918216,17,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1482,LR,-9.307914,6.448092,4,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1483,CR,-84.188213,9.970197,1,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1484,PL,19.300636,52.12461,8,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
1485,CO,-73.073215,3.900749,9752,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1486,MX,-102.53286,23.950464,1,SA,44.548171,24.131342,2012/04/22  0:16:18,2012/04/22  0:16:18,
1487,HU,19.499349,47.060267,23,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1488,MZ,34.750197,-18.087466,1,AR,-63.998128,-35.376184,2012/04/22  0:16:18,2012/04/22  0:16:18,
1489,AT,14.300144,47.607798,53,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1490,TT,-61.253176,10.468643,1,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1491,QA,51.191201,25.315079,4,KW,47.590604,29.341212,2012/04/22  0:16:18,2012/04/22  0:16:18,
1492,CN,101.901875,35.486703,872,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1493,CR,-84.188213,9.970197,23,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
1494,HK,,,1,SN,-14.82088,15.221447,2012/04/22  0:16:18,2012/04/22  0:16:18,
1495,CL,-72.209377,-37.721037,1,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
1496,KZ,67.301774,48.160088,1,UA,31.320283,49.322794,2012/04/22  0:16:18,2012/04/22  0:16:18,
1497,CN,101.901875,35.486703,1,DD,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1498,RO,24.969258,45.843615,63,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1499,SN,-14.82088,15.221447,37,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1500,BW,24.316265,-22.212943,1,LK,80.704727,7.608085,2012/04/22  0:16:18,2012/04/22  0:16:18,
1501,LR,-9.307914,6.448092,4,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1502,US,-97.922211,39.381266,301,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
1503,NG,8.105306,9.59396,1,RU,96.669705,61.994573,2012/04/22  0:16:18,2012/04/22  0:16:18,
1504,BW,24.316265,-22.212943,6,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1505,SI,14.694076,46.169458,12,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1506,TW,,,3,SK,19.491651,48.707531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1507,MX,-102.53286,23.950464,3,ID,117.369878,-2.279866,2012/04/22  0:16:18,2012/04/22  0:16:18,
1508,NO,8.804821,61.248333,4,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1509,GA,11.797237,-0.590945,1,LU,6.087814,49.770628,2012/04/22  0:16:18,2012/04/22  0:16:18,
1510,IT,12.646361,42.504154,205,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1511,MA,-6.017073,32.350751,11,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1512,GH,-1.190581,7.280948,39,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
1513,RU,96.669705,61.994573,2,BY,28.046788,53.539998,2012/04/22  0:16:18,2012/04/22  0:16:18,
1514,LK,80.704727,7.608085,4,RU,96.669705,61.994573,2012/04/22  0:16:18,2012/04/22  0:16:18,
1515,DE,10.018343,51.133481,5,UA,31.320283,49.322794,2012/04/22  0:16:18,2012/04/22  0:16:18,
1516,VN,108.339537,14.315424,1204,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
1517,SN,-14.82088,15.221447,12,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1518,NO,8.804821,61.248333,21,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1519,RU,96.669705,61.994573,1,PK,69.385966,29.967022,2012/04/22  0:16:18,2012/04/22  0:16:18,
1520,MA,-6.017073,32.350751,9,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1521,UY,-56.012396,-32.799646,23,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
1522,SG,103.808053,1.351616,1586,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1523,PK,69.385966,29.967022,1,BW,24.316265,-22.212943,2012/04/22  0:16:18,2012/04/22  0:16:18,
1524,BW,24.316265,-22.212943,46,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1525,TO,-174.83129,-20.393369,2,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
1526,DK,10.046297,55.963398,2,AR,-63.998128,-35.376184,2012/04/22  0:16:18,2012/04/22  0:16:18,
1527,TH,101.017438,15.127333,9,PH,122.878708,11.741834,2012/04/22  0:16:18,2012/04/22  0:16:18,
1528,NC,165.715489,-21.316338,3,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1529,RO,24.969258,45.843615,10,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1530,BW,24.316265,-22.212943,3,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1531,IN,79.280398,22.759652,37,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1532,MV,73.25222,3.21647,2,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1533,PA,-80.268175,8.704735,3,PA,-80.268175,8.704735,2012/04/22  0:16:18,2012/04/22  0:16:18,
1534,MN,103.083218,46.835291,1,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
1535,RU,96.669705,61.994573,1,CS,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1536,MP,145.679218,15.088518,4,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1537,PA,-80.268175,8.704735,13,SV,-88.866511,13.736897,2012/04/22  0:16:18,2012/04/22  0:16:18,
1538,BB,-59.561955,13.178715,1,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
1539,NG,8.105306,9.59396,2,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
1540,FK,,,1,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1541,TZ,34.823454,-6.270353,531,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1542,ZM,27.430675,-14.004908,992,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1543,SB,159.634315,-8.918216,171,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1544,KN,-62.753518,17.326189,14,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1545,ML,-1.252145,17.350335,6,GH,-1.190581,7.280948,2012/04/22  0:16:18,2012/04/22  0:16:18,
1546,ZA,23.913711,-28.378272,217,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1547,NC,165.715489,-21.316338,1231,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1548,YE,,,1,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1549,LK,80.704727,7.608085,1,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
1550,SA,44.548171,24.131342,531,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1551,NP,83.938548,28.253007,16,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1552,BN,114.562411,4.565467,10,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1553,MY,108.713972,3.198685,41,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
1554,SN,-14.82088,15.221447,73,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1555,PH,122.878708,11.741834,221,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1556,CU,-79.236672,21.946872,1,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
1557,CO,-73.073215,3.900749,21,CR,-84.188213,9.970197,2012/04/22  0:16:18,2012/04/22  0:16:18,
1558,PA,-80.268175,8.704735,2,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1559,CO,-73.073215,3.900749,5,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
1560,IE,-7.737649,53.305494,1,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1561,BJ,2.426674,10.338383,247,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1562,AE,54.256172,23.85206,199,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
1563,BR,-51.619789,-9.588903,4,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
1564,BZ,-88.686007,17.216854,1,JE,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1565,PA,-80.268175,8.704735,10,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1566,BM,-64.73701,32.31792,2,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1567,MA,-6.017073,32.350751,4,SU,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1568,CR,-84.188213,9.970197,12,KY,-81.238451,19.308662,2012/04/22  0:16:18,2012/04/22  0:16:18,
1569,NP,83.938548,28.253007,8,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1570,SI,14.694076,46.169458,2,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1571,BW,24.316265,-22.212943,3,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1572,MY,108.713972,3.198685,8,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
1573,AT,14.300144,47.607798,4,ZC,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1574,RW,29.917652,-1.865506,24,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1575,DK,10.046297,55.963398,1,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
1576,RU,96.669705,61.994573,21,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
1577,VA,,,3,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1578,BS,-76.546624,25.243455,2,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1579,BB,-59.561955,13.178715,104,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1580,MC,7.412821,43.747981,1,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
1581,RU,96.669705,61.994573,5,MD,28.574178,47.193871,2012/04/22  0:16:18,2012/04/22  0:16:18,
1582,DE,10.018343,51.133481,515,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
1583,US,-97.922211,39.381266,133,VE,-65.801997,7.61957,2012/04/22  0:16:18,2012/04/22  0:16:18,
1584,JO,36.435863,31.010192,3,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1585,DE,10.018343,51.133481,170,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1586,MD,28.574178,47.193871,1,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1587,BG,25.231507,42.761377,1,IN,79.280398,22.759652,2012/04/22  0:16:18,2012/04/22  0:16:18,
1588,MT,14.441921,35.890522,8,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1589,TH,101.017438,15.127333,802,BM,-64.73701,32.31792,2012/04/22  0:16:18,2012/04/22  0:16:18,
1590,SD,30.049948,13.831539,24,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1591,SK,19.491651,48.707531,1,HR,16.679107,45.664952,2012/04/22  0:16:18,2012/04/22  0:16:18,
1592,CG,15.992858,-0.305605,2,SN,-14.82088,15.221447,2012/04/22  0:16:18,2012/04/22  0:16:18,
1593,GD,-61.679377,12.112926,90,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1594,CU,-79.236672,21.946872,2,JM,-77.319222,18.151295,2012/04/22  0:16:18,2012/04/22  0:16:18,
1595,AG,-61.791238,17.279816,2,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
1596,DJ,42.577765,11.749677,3,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1597,CZ,15.338412,49.742859,277,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1598,AD,1.576766,42.548654,1,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1599,TD,18.664479,15.361167,1,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1600,SV,-88.866511,13.736897,47,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1601,NP,83.938548,28.253007,6,CN,101.901875,35.486703,2012/04/22  0:16:18,2012/04/22  0:16:18,
1602,MY,108.713972,3.198685,666,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1603,VE,-65.801997,7.61957,146,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1604,HN,-86.619163,14.819007,631,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1605,TR,35.179593,39.060481,30,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
1606,SV,-88.866511,13.736897,108,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1607,PY,-58.391024,-23.236211,3,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1608,GE,43.517448,42.176311,15,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1609,NG,8.105306,9.59396,2,CY,33.221762,35.045882,2012/04/22  0:16:18,2012/04/22  0:16:18,
1610,NL,5.580444,52.274688,11,DZ,2.632388,28.16324,2012/04/22  0:16:18,2012/04/22  0:16:18,
1611,TD,18.664479,15.361167,4,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1612,LT,23.931538,55.487413,7,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1613,GB,-1.428851,52.576441,136,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1614,SZ,31.497529,-26.562642,1,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
1615,KW,47.590604,29.341212,2,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1616,KM,43.675917,-11.892755,19,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1617,QA,51.191201,25.315079,269,SA,44.548171,24.131342,2012/04/22  0:16:18,2012/04/22  0:16:18,
1618,AE,54.256172,23.85206,1,KE,37.857882,0.529862,2012/04/22  0:16:18,2012/04/22  0:16:18,
1619,TN,9.561168,34.110704,2,MT,14.441921,35.890522,2012/04/22  0:16:18,2012/04/22  0:16:18,
1620,UZ,63.169372,41.750437,21,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1621,FR,2.618787,47.824905,125,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1622,CL,-72.209377,-37.721037,62,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1623,ID,117.369878,-2.279866,4,DD,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1624,GB,-1.428851,52.576441,3,ZC,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1625,ID,117.369878,-2.279866,9849,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1626,ES,-3.280887,40.304531,2,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1627,BH,50.559644,26.022407,1,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1628,CN,101.901875,35.486703,1,MT,14.441921,35.890522,2012/04/22  0:16:18,2012/04/22  0:16:18,
1629,AR,-63.998128,-35.376184,49,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1630,SO,47.325853,5.786396,187,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1631,CO,-73.073215,3.900749,4,EC,-78.432915,-1.160171,2012/04/22  0:16:18,2012/04/22  0:16:18,
1632,TW,,,17,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
1633,MW,33.739164,-13.215804,1,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
1634,ML,-1.252145,17.350335,1,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1635,IL,34.865459,31.086887,1,IN,79.280398,22.759652,2012/04/22  0:16:18,2012/04/22  0:16:18,
1636,CI,-5.379007,7.806563,3,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1637,NF,,,1,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1638,NI,-85.034783,12.839905,13,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
1639,MY,108.713972,3.198685,3,BG,25.231507,42.761377,2012/04/22  0:16:18,2012/04/22  0:16:18,
1640,HT,-72.434515,19.182436,7,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
1641,KG,74.555596,41.465054,2,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1642,KY,-81.238451,19.308662,30,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1643,GA,11.797237,-0.590945,1,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
1644,ZM,27.430675,-14.004908,12,ZW,29.938669,-19.189459,2012/04/22  0:16:18,2012/04/22  0:16:18,
1645,ZA,23.913711,-28.378272,11,IS,-18.605467,64.997588,2012/04/22  0:16:18,2012/04/22  0:16:18,
1646,BO,-64.269605,-16.970662,12,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
1647,VE,-65.801997,7.61957,2,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
1648,FJ,171.968499,-17.452033,155,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1649,SG,103.808053,1.351616,1,DO,-70.109933,18.852633,2012/04/22  0:16:18,2012/04/22  0:16:18,
1650,KY,-81.238451,19.308662,8,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1651,SE,17.675409,64.964875,453,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1652,UA,31.320283,49.322794,1,VE,-65.801997,7.61957,2012/04/22  0:16:18,2012/04/22  0:16:18,
1653,CI,-5.379007,7.806563,61,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
1654,UY,-56.012396,-32.799646,37,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
1655,BW,24.316265,-22.212943,2,CN,101.901875,35.486703,2012/04/22  0:16:18,2012/04/22  0:16:18,
1656,LB,35.888026,33.920265,1,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
1657,GB,-1.428851,52.576441,151,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1658,ZA,23.913711,-28.378272,32,FI,26.199539,62.777754,2012/04/22  0:16:18,2012/04/22  0:16:18,
1659,CV,-23.967787,15.978966,13,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1660,ZW,29.938669,-19.189459,5,SI,14.694076,46.169458,2012/04/22  0:16:18,2012/04/22  0:16:18,
1661,PY,-58.391024,-23.236211,234,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1662,CU,-79.236672,21.946872,6,NI,-85.034783,12.839905,2012/04/22  0:16:18,2012/04/22  0:16:18,
1663,PW,134.575242,7.515075,4,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1664,MR,-10.532793,19.757472,1,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
1665,MT,14.441921,35.890522,13,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
1666,GR,23.828554,38.589021,11,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
1667,MG,46.705984,-19.373534,5,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
1668,CH,8.234392,46.802496,2912,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
1669,SC,52.229874,-6.354384,58,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
1670,VE,-65.801997,7.61957,2,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
1671,MT,14.441921,35.890522,3,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
1672,ID,117.369878,-2.279866,214,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1673,GH,-1.190581,7.280948,12,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
1674,MY,108.713972,3.198685,248,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
1675,PL,19.300636,52.12461,2,BY,28.046788,53.539998,2012/04/22  0:16:18,2012/04/22  0:16:18,
1676,RO,24.969258,45.843615,4,FI,26.199539,62.777754,2012/04/22  0:16:18,2012/04/22  0:16:18,
1677,LU,6.087814,49.770628,5,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
1678,UA,31.320283,49.322794,1,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
1679,VU,167.718149,-16.255052,51,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
1680,CH,8.234392,46.802496,22631,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
1681,TR,35.179593,39.060481,14,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
1682,CZ,15.338412,49.742859,1594,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
1683,MZ,34.750197,-18.087466,6,ID,117.369878,-2.279866,2012/04/22  0:16:18,2012/04/22  0:16:18,
1684,MN,103.083218,46.835291,1,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
1685,CA,-105.75059,55.585901,73,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
1686,VE,-65.801997,7.61957,5,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
