cartodb_id,from_iso,from_x,from_y,quantity,to_iso,to_x,to_y,created_at,updated_at,the_geom
1,,,,,,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
2,IT,12.646361,42.504154,33,MC,7.412821,43.747981,2012/04/22  0:16:18,2012/04/22  0:16:18,
3,CU,-79.236672,21.946872,39,VE,-65.801997,7.61957,2012/04/22  0:16:18,2012/04/22  0:16:18,
4,HU,19.499349,47.060267,99,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
5,CA,-105.75059,55.585901,7,LV,24.862593,56.959065,2012/04/22  0:16:18,2012/04/22  0:16:18,
6,PK,69.385966,29.967022,93,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
7,CO,-73.073215,3.900749,960,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
8,MY,108.713972,3.198685,11,BM,-64.73701,32.31792,2012/04/22  0:16:18,2012/04/22  0:16:18,
9,JP,138.59223,36.386493,175,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
10,SV,-88.866511,13.736897,7,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
11,FR,2.618787,47.824905,745,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
12,SE,17.675409,64.964875,3,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
13,EE,25.761527,58.778397,1,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
14,GW,-14.963483,12.031701,27,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
15,MW,33.739164,-13.215804,2,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
16,FR,2.618787,47.824905,208,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
17,PK,69.385966,29.967022,23,JO,36.435863,31.010192,2012/04/22  0:16:18,2012/04/22  0:16:18,
18,SE,17.675409,64.964875,6,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
19,SC,52.229874,-6.354384,16,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
20,BE,4.663989,50.642851,98,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
21,PW,134.575242,7.515075,380,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
22,SY,38.505592,35.013048,2,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
23,CA,-105.75059,55.585901,12,AR,-63.998128,-35.376184,2012/04/22  0:16:18,2012/04/22  0:16:18,
24,KR,128.168944,36.536236,6,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
25,TH,101.017438,15.127333,3305,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
26,MX,-102.53286,23.950464,2,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
27,VU,167.718149,-16.255052,545,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
28,SV,-88.866511,13.736897,5,PA,-80.268175,8.704735,2012/04/22  0:16:18,2012/04/22  0:16:18,
29,DJ,42.577765,11.749677,1,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
30,MG,46.705984,-19.373534,17,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
31,CH,8.234392,46.802496,18,DD,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
32,LB,35.888026,33.920265,23,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
33,PE,-75.311132,-10.151093,9,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
34,IL,34.865459,31.086887,1,IE,-7.737649,53.305494,2012/04/22  0:16:18,2012/04/22  0:16:18,
35,ET,39.616032,8.62622,2,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
36,ES,-3.280887,40.304531,58,IL,34.865459,31.086887,2012/04/22  0:16:18,2012/04/22  0:16:18,
37,HU,19.499349,47.060267,2,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
38,PE,-75.311132,-10.151093,1,GT,-90.390002,15.605589,2012/04/22  0:16:18,2012/04/22  0:16:18,
39,TD,18.664479,15.361167,2,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
40,RU,96.669705,61.994573,13,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
41,LK,80.704727,7.608085,2,ID,117.369878,-2.279866,2012/04/22  0:16:18,2012/04/22  0:16:18,
42,SV,-88.866511,13.736897,1,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
43,BD,90.268498,23.843233,519,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
44,CA,-105.75059,55.585901,12,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
45,NE,9.397648,17.426149,12,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
46,AU,134.489563,-25.734968,111,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
47,IL,34.865459,31.086887,32,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
48,UG,32.386218,1.279964,1,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
49,FR,2.618787,47.824905,9,FI,26.199539,62.777754,2012/04/22  0:16:18,2012/04/22  0:16:18,
50,TR,35.179593,39.060481,1,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
51,CA,-105.75059,55.585901,2,JO,36.435863,31.010192,2012/04/22  0:16:18,2012/04/22  0:16:18,
52,NL,5.580444,52.274688,93,CL,-72.209377,-37.721037,2012/04/22  0:16:18,2012/04/22  0:16:18,
53,SE,17.675409,64.964875,535,FI,26.199539,62.777754,2012/04/22  0:16:18,2012/04/22  0:16:18,
54,MA,-6.017073,32.350751,1,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
55,CA,-105.75059,55.585901,1,GT,-90.390002,15.605589,2012/04/22  0:16:18,2012/04/22  0:16:18,
56,DK,10.046297,55.963398,4,BW,24.316265,-22.212943,2012/04/22  0:16:18,2012/04/22  0:16:18,
57,SN,-14.82088,15.221447,47,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
58,NZ,171.7799,-41.838875,25,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
59,LR,-9.307914,6.448092,4,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
60,PA,-80.268175,8.704735,413,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
61,CD,,,54,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
62,HK,,,32041,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
63,CK,,,21,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
64,ET,39.616032,8.62622,1,ML,-1.252145,17.350335,2012/04/22  0:16:18,2012/04/22  0:16:18,
65,LR,-9.307914,6.448092,13,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
66,TT,-61.253176,10.468643,7,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
67,FR,2.618787,47.824905,6,BS,-76.546624,25.243455,2012/04/22  0:16:18,2012/04/22  0:16:18,
68,PL,19.300636,52.12461,22,SK,19.491651,48.707531,2012/04/22  0:16:18,2012/04/22  0:16:18,
69,DM,-61.355527,15.436552,2,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
70,KP,126.847799,40.347099,2,IN,79.280398,22.759652,2012/04/22  0:16:18,2012/04/22  0:16:18,
71,PG,145.241749,-6.478378,19,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
72,TT,-61.253176,10.468643,1,PA,-80.268175,8.704735,2012/04/22  0:16:18,2012/04/22  0:16:18,
73,US,-97.922211,39.381266,1334,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
74,MA,-6.017073,32.350751,12,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
75,PE,-75.311132,-10.151093,10,AR,-63.998128,-35.376184,2012/04/22  0:16:18,2012/04/22  0:16:18,
76,TH,101.017438,15.127333,94,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
77,MA,-6.017073,32.350751,6,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
78,BW,24.316265,-22.212943,43,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
79,SL,-11.791922,8.560284,51,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
80,AG,-61.791238,17.279816,2,BB,-59.561955,13.178715,2012/04/22  0:16:18,2012/04/22  0:16:18,
81,BS,-76.546624,25.243455,11,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
82,FI,26.199539,62.777754,2,KZ,67.301774,48.160088,2012/04/22  0:16:18,2012/04/22  0:16:18,
83,BJ,2.426674,10.338383,4,MT,14.441921,35.890522,2012/04/22  0:16:18,2012/04/22  0:16:18,
84,MU,57.870755,-20.251868,14,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
85,PA,-80.268175,8.704735,14,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
86,FR,2.618787,47.824905,14,DZ,2.632388,28.16324,2012/04/22  0:16:18,2012/04/22  0:16:18,
87,BO,-64.269605,-16.970662,1,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
88,HN,-86.619163,14.819007,315,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
89,CI,-5.379007,7.806563,59,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
90,CZ,15.338412,49.742859,703,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
91,CM,12.213754,4.806512,91,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
92,AU,134.489563,-25.734968,154,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
93,SE,17.675409,64.964875,2,DZ,2.632388,28.16324,2012/04/22  0:16:18,2012/04/22  0:16:18,
94,BE,4.663989,50.642851,1,RO,24.969258,45.843615,2012/04/22  0:16:18,2012/04/22  0:16:18,
95,VE,-65.801997,7.61957,7,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
96,BR,-51.619789,-9.588903,54931,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
97,MD,28.574178,47.193871,1,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
98,ZW,29.938669,-19.189459,575,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
99,JO,36.435863,31.010192,4,CN,101.901875,35.486703,2012/04/22  0:16:18,2012/04/22  0:16:18,
100,HU,19.499349,47.060267,2,YU,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
101,PY,-58.391024,-23.236211,78,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
102,DK,10.046297,55.963398,27,AE,54.256172,23.85206,2012/04/22  0:16:18,2012/04/22  0:16:18,
103,CG,15.992858,-0.305605,18,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
104,GA,11.797237,-0.590945,7,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
105,BW,24.316265,-22.212943,19,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
106,BR,-51.619789,-9.588903,14,CR,-84.188213,9.970197,2012/04/22  0:16:18,2012/04/22  0:16:18,
107,BR,-51.619789,-9.588903,126,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
108,TH,101.017438,15.127333,1,RU,96.669705,61.994573,2012/04/22  0:16:18,2012/04/22  0:16:18,
109,MG,46.705984,-19.373534,1,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
110,CA,-105.75059,55.585901,2,PE,-75.311132,-10.151093,2012/04/22  0:16:18,2012/04/22  0:16:18,
111,KZ,67.301774,48.160088,3,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
112,HK,,,4,IL,34.865459,31.086887,2012/04/22  0:16:18,2012/04/22  0:16:18,
113,NA,-2.353372,49.340839,265,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
114,CG,15.992858,-0.305605,76,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
115,BF,-1.573062,12.27793,2,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
116,GB,-1.428851,52.576441,156,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
117,AR,-63.998128,-35.376184,2899,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
118,NI,-85.034783,12.839905,24,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
119,ID,117.369878,-2.279866,44305,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
120,NL,5.580444,52.274688,271,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
121,ZM,27.430675,-14.004908,3,FI,26.199539,62.777754,2012/04/22  0:16:18,2012/04/22  0:16:18,
122,DE,10.018343,51.133481,234,SG,103.808053,1.351616,2012/04/22  0:16:18,2012/04/22  0:16:18,
123,MY,108.713972,3.198685,3,KW,47.590604,29.341212,2012/04/22  0:16:18,2012/04/22  0:16:18,
124,RU,96.669705,61.994573,35,AU,134.489563,-25.734968,2012/04/22  0:16:18,2012/04/22  0:16:18,
125,GA,11.797237,-0.590945,1,BJ,2.426674,10.338383,2012/04/22  0:16:18,2012/04/22  0:16:18,
126,GN,-11.029862,10.785546,23,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
127,ZA,23.913711,-28.378272,603,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
128,TW,,,24117,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
129,EC,-78.432915,-1.160171,1662,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
130,SG,103.808053,1.351616,2,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
131,TZ,34.823454,-6.270353,187,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
132,MZ,34.750197,-18.087466,4,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
133,KP,126.847799,40.347099,3,MY,108.713972,3.198685,2012/04/22  0:16:18,2012/04/22  0:16:18,
134,CU,-79.236672,21.946872,1,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
135,RO,24.969258,45.843615,174,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
136,DE,10.018343,51.133481,2,CS,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
137,LB,35.888026,33.920265,1,NA,-2.353372,49.340839,2012/04/22  0:16:18,2012/04/22  0:16:18,
138,NZ,171.7799,-41.838875,2,ZM,27.430675,-14.004908,2012/04/22  0:16:18,2012/04/22  0:16:18,
139,AO,17.912292,-12.099395,3,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
140,MY,108.713972,3.198685,1,SA,44.548171,24.131342,2012/04/22  0:16:18,2012/04/22  0:16:18,
141,CD,,,2,ZM,27.430675,-14.004908,2012/04/22  0:16:18,2012/04/22  0:16:18,
142,BI,29.887146,-3.532454,1,IN,79.280398,22.759652,2012/04/22  0:16:18,2012/04/22  0:16:18,
143,SG,103.808053,1.351616,79,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
144,ML,-1.252145,17.350335,31,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
145,AO,17.912292,-12.099395,1,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
146,BZ,-88.686007,17.216854,5248,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
147,GI,,,1,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
148,ES,-3.280887,40.304531,1965,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
149,TD,18.664479,15.361167,32,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
150,CG,15.992858,-0.305605,1,TZ,34.823454,-6.270353,2012/04/22  0:16:18,2012/04/22  0:16:18,
151,IN,79.280398,22.759652,311,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
152,MU,57.870755,-20.251868,2,IE,-7.737649,53.305494,2012/04/22  0:16:18,2012/04/22  0:16:18,
153,AT,14.300144,47.607798,255,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
154,QA,51.191201,25.315079,29,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
155,GB,-1.428851,52.576441,1,IS,-18.605467,64.997588,2012/04/22  0:16:18,2012/04/22  0:16:18,
156,BJ,2.426674,10.338383,57,NL,5.580444,52.274688,2012/04/22  0:16:18,2012/04/22  0:16:18,
157,ZM,27.430675,-14.004908,2,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
158,PH,122.878708,11.741834,19,CN,101.901875,35.486703,2012/04/22  0:16:18,2012/04/22  0:16:18,
159,MC,7.412821,43.747981,54,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
160,TG,1.042553,8.766221,175,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
161,MX,-102.53286,23.950464,8,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
162,AO,17.912292,-12.099395,10,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
163,ZM,27.430675,-14.004908,2,MG,46.705984,-19.373534,2012/04/22  0:16:18,2012/04/22  0:16:18,
164,TW,,,271,CR,-84.188213,9.970197,2012/04/22  0:16:18,2012/04/22  0:16:18,
165,TW,,,22,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
166,ET,39.616032,8.62622,70,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
167,GB,-1.428851,52.576441,16,MU,57.870755,-20.251868,2012/04/22  0:16:18,2012/04/22  0:16:18,
168,AO,17.912292,-12.099395,1,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
169,HR,16.679107,45.664952,82,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
170,BM,-64.73701,32.31792,2,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
171,SI,14.694076,46.169458,13,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
172,GL,-41.389477,74.720912,69,CA,-105.75059,55.585901,2012/04/22  0:16:18,2012/04/22  0:16:18,
173,NP,83.938548,28.253007,4,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
174,BE,4.663989,50.642851,52,HU,19.499349,47.060267,2012/04/22  0:16:18,2012/04/22  0:16:18,
175,MY,108.713972,3.198685,64,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
176,RU,96.669705,61.994573,8,MC,7.412821,43.747981,2012/04/22  0:16:18,2012/04/22  0:16:18,
177,DE,10.018343,51.133481,3,CL,-72.209377,-37.721037,2012/04/22  0:16:18,2012/04/22  0:16:18,
178,GH,-1.190581,7.280948,850,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
179,FR,2.618787,47.824905,1,VE,-65.801997,7.61957,2012/04/22  0:16:18,2012/04/22  0:16:18,
180,KE,37.857882,0.529862,7,IL,34.865459,31.086887,2012/04/22  0:16:18,2012/04/22  0:16:18,
181,MY,108.713972,3.198685,630,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
182,CL,-72.209377,-37.721037,16,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
183,SG,103.808053,1.351616,887,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
184,TD,18.664479,15.361167,5,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
185,PA,-80.268175,8.704735,199,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
186,UY,-56.012396,-32.799646,1,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
187,ES,-3.280887,40.304531,1,ZC,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
188,QA,51.191201,25.315079,1,HK,,,2012/04/22  0:16:18,2012/04/22  0:16:18,
189,SB,159.634315,-8.918216,133,JP,138.59223,36.386493,2012/04/22  0:16:18,2012/04/22  0:16:18,
190,SN,-14.82088,15.221447,8,PL,19.300636,52.12461,2012/04/22  0:16:18,2012/04/22  0:16:18,
191,GB,-1.428851,52.576441,7,TH,101.017438,15.127333,2012/04/22  0:16:18,2012/04/22  0:16:18,
192,GQ,10.525771,1.61213,3,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
193,UY,-56.012396,-32.799646,1,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
194,BB,-59.561955,13.178715,2,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
195,MR,-10.532793,19.757472,2,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
196,BD,90.268498,23.843233,1,AT,14.300144,47.607798,2012/04/22  0:16:18,2012/04/22  0:16:18,
197,RU,96.669705,61.994573,4,LU,6.087814,49.770628,2012/04/22  0:16:18,2012/04/22  0:16:18,
198,MU,57.870755,-20.251868,56,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
199,MY,108.713972,3.198685,2,LK,80.704727,7.608085,2012/04/22  0:16:18,2012/04/22  0:16:18,
200,CU,-79.236672,21.946872,1,BR,-51.619789,-9.588903,2012/04/22  0:16:18,2012/04/22  0:16:18,
201,AU,134.489563,-25.734968,1,RU,96.669705,61.994573,2012/04/22  0:16:18,2012/04/22  0:16:18,
202,LV,24.862593,56.959065,4,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
203,CR,-84.188213,9.970197,231,ES,-3.280887,40.304531,2012/04/22  0:16:18,2012/04/22  0:16:18,
204,MY,108.713972,3.198685,2,PA,-80.268175,8.704735,2012/04/22  0:16:18,2012/04/22  0:16:18,
205,BA,17.786531,44.168115,4,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
206,LT,23.931538,55.487413,3,LV,24.862593,56.959065,2012/04/22  0:16:18,2012/04/22  0:16:18,
207,AE,54.256172,23.85206,53,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
208,BB,-59.561955,13.178715,8,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
209,BF,-1.573062,12.27793,16,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
210,PL,19.300636,52.12461,48,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
211,MX,-102.53286,23.950464,16,CU,-79.236672,21.946872,2012/04/22  0:16:18,2012/04/22  0:16:18,
212,US,-97.922211,39.381266,1417,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
213,UY,-56.012396,-32.799646,4,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
214,AR,-63.998128,-35.376184,9,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
215,MY,108.713972,3.198685,20,NO,8.804821,61.248333,2012/04/22  0:16:18,2012/04/22  0:16:18,
216,ID,117.369878,-2.279866,1751,BE,4.663989,50.642851,2012/04/22  0:16:18,2012/04/22  0:16:18,
217,UY,-56.012396,-32.799646,10,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
218,LV,24.862593,56.959065,3,PT,-8.562731,39.600995,2012/04/22  0:16:18,2012/04/22  0:16:18,
219,BM,-64.73701,32.31792,1,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
220,BB,-59.561955,13.178715,19,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
221,BW,24.316265,-22.212943,58,MX,-102.53286,23.950464,2012/04/22  0:16:18,2012/04/22  0:16:18,
222,CA,-105.75059,55.585901,13,SI,14.694076,46.169458,2012/04/22  0:16:18,2012/04/22  0:16:18,
223,ZA,23.913711,-28.378272,9,MW,33.739164,-13.215804,2012/04/22  0:16:18,2012/04/22  0:16:18,
224,TH,101.017438,15.127333,760,IT,12.646361,42.504154,2012/04/22  0:16:18,2012/04/22  0:16:18,
225,VN,108.339537,14.315424,321,FR,2.618787,47.824905,2012/04/22  0:16:18,2012/04/22  0:16:18,
226,CL,-72.209377,-37.721037,28,CH,8.234392,46.802496,2012/04/22  0:16:18,2012/04/22  0:16:18,
227,ID,117.369878,-2.279866,2,TT,-61.253176,10.468643,2012/04/22  0:16:18,2012/04/22  0:16:18,
228,CM,12.213754,4.806512,1,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
229,IT,12.646361,42.504154,14,GR,23.828554,38.589021,2012/04/22  0:16:18,2012/04/22  0:16:18,
230,ZM,27.430675,-14.004908,1314,ZA,23.913711,-28.378272,2012/04/22  0:16:18,2012/04/22  0:16:18,
231,BO,-64.269605,-16.970662,16,CL,-72.209377,-37.721037,2012/04/22  0:16:18,2012/04/22  0:16:18,
232,CL,-72.209377,-37.721037,170,NZ,171.7799,-41.838875,2012/04/22  0:16:18,2012/04/22  0:16:18,
233,MY,108.713972,3.198685,36,SE,17.675409,64.964875,2012/04/22  0:16:18,2012/04/22  0:16:18,
234,ZW,29.938669,-19.189459,29,KR,128.168944,36.536236,2012/04/22  0:16:18,2012/04/22  0:16:18,
235,JO,36.435863,31.010192,1,ID,117.369878,-2.279866,2012/04/22  0:16:18,2012/04/22  0:16:18,
236,DK,10.046297,55.963398,115,DE,10.018343,51.133481,2012/04/22  0:16:18,2012/04/22  0:16:18,
237,DZ,2.632388,28.16324,3,CZ,15.338412,49.742859,2012/04/22  0:16:18,2012/04/22  0:16:18,
238,MW,33.739164,-13.215804,36,DK,10.046297,55.963398,2012/04/22  0:16:18,2012/04/22  0:16:18,
239,SY,38.505592,35.013048,40,US,-97.922211,39.381266,2012/04/22  0:16:18,2012/04/22  0:16:18,
240,HN,-86.619163,14.819007,2,GT,-90.390002,15.605589,2012/04/22  0:16:18,2012/04/22  0:16:18,
241,ID,117.369878,-2.279866,1,IE,-7.737649,53.305494,2012/04/22  0:16:18,2012/04/22  0:16:18,
242,BW,24.316265,-22.212943,215,GB,-1.428851,52.576441,2012/04/22  0:16:18,2012/04/22  0:16:18,
